id;day;month;year;timeofday;timeofdayrecode;incident_type;incident_action;latitude;longitude;territorial_water_status;closest_coastal_state;closest_state_cow_code;location_precision;geolocation_source;location_description;vessel_name;vessel_type;vessel_country;Vessel_country_cow_code;vessel_status;Violence Dummy;Steaming Recode;Incident_type_recode;Incident_action_recode
3299;14;6;2005;4:30;4;Actual;Boarding;4,0432;9,6667;Cameroon;Cameroon;471;2;IMB;Douala Port, Cameroon;Gold Carrier;2;Singapore;830;Berthed;1;3;1;2
3302;15;6;2005;3:15;4;Actual;Boarding;30,5000;47,8167;Iraq;Iraq;645;2;IMB;Basra Oil Terminal Anchorage 'B', Iraq;Prem Putli;8;India;750;Anchored;0;2;1;2
3301;15;6;2005;18:00;2;Attempted;;1,9833;104,7500;Malaysia;Malaysia;820;1;IMB;South China Sea;Winning Run;6;Panama;95;Steaming;0;1;0;-99
3303;16;6;2005;1:15;4;Actual;Boarding;18,8932;73,8167;India;India;750;2;IMB;Berth No. 4, Jawahar Depp Terminal, Mumbai, India;Onozo;8;Liberia;450;Berthed;0;3;1;2
3304;17;6;2005;3:00;4;Actual;Boarding;-3,2000;116,3333;Indonesia;Indonesia;850;1;IMB;Tanjung Pemancingan Anchorage, Indonesia;Antigoni B;2;Cyprus;352;Anchored;1;2;1;2
3305;17;6;2005;2:40;4;Actual;Boarding;6,4500;3,3767;Nigeria;Nigeria;475;3;IMB;6NM from Fairway Buoy, Lagos Anchorage, Nigeria;Tzini;2;Malta;338;Anchored;1;2;1;2
3306;19;6;2005;20:30;3;Attempted;;2,0500;119,3433;Indonesia;Indonesia;850;1;IMB;North of Makassar Straits, Indonesia;Spring Peacock;2;Panama;95;Steaming;0;1;0;-99
3307;20;6;2005;10:15;1;Attempted;;1,2833;104,2000;Malaysia;Malaysia;820;1;IMB;Singapore Straits;Garibaldo;1;UK;200;Steaming;0;1;0;-99
3308;23;6;2005;5:30;4;Actual;Boarding;-1,4533;116,7000;Indonesia;Indonesia;850;1;IMB;Lawi-Lawi Oil Terminal Roads, Balikpapan, Indonesia;Genmar Kestrel;8;Marshall Islands;983;Anchored;0;2;1;2
3309;24;6;2005;4:40;4;Actual;Boarding;-6,0887;106,8750;Indonesia;Indonesia;850;2;IMB;Jakarta Anchorage, Indonesia;Montreal Senator;4;Bahamas;51;Anchored;0;2;1;2
3310;25;6;2005;2:30;4;Actual;Boarding;5,6167;-0,0167;Ghana;Ghana;452;2;IMB;Tema Anchorage, Ghana;Kota Anggun;4;Singapore;830;Anchored;0;2;1;2
3312;26;6;2005;2:30;4;Attempted;;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage 'C', Bangladesh;Dawei;4;Myanmar;775;Anchored;0;2;0;-99
3311;26;6;2005;;-99;Actual;Hijacked;4,7933;48,2000;Somalia;Somalia;520;1;IMB;Off Hobyo, East Coast of Somalia;Semlow;6;St. Vincent and Grenadines;57;Steaming;1;1;1;1
3313;27;6;2005;7:00;1;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong 'A' Anchorage, Bangladesh;Tu King;2;Hong Kong;710;Anchored;0;2;1;2
3314;30;6;2005;Morning hours;1;Actual;Boarding;30,0167;47,9500;Iraq;Iraq;645;4;IMB;Umm Qasr, Iraq;Thunder and Lightning;1;USA;2;Steaming;1;1;1;2
3315;3;7;2005;0:01;4;Actual;Hijacked;1,3592;104,1017;Malaysia;Malaysia;820;2;IMB;Tanjung Pengelih, Malaysia;Samudra Sindo VIII and Anggada VII;1;Indonesia;850;Anchored;1;2;1;1
3316;4;7;2005;3:10;4;Actual;Boarding;6,3250;3,3667;Nigeria;Nigeria;475;1;IMB;4NM from Break Water, Lagos Anchorage, Nigeria;Global Union;3;Singapore;830;Anchored;0;2;1;2
3319;6;7;2005;3:00;4;Actual;Boarding;13,2283;80,3900;India;India;750;1;IMB;1.2 miles NE of Fairway Buoy, Ennore Anchorage, India;Gem of Ennore;2;India;750;Anchored;0;2;1;2
3318;6;7;2005;0:30;4;Actual;Boarding;1,7050;101,4450;Indonesia;Indonesia;850;1;IMB;Dumai Inner Anchorage, Indonesia;Greta R;2;Myanmar;775;Anchored;0;2;1;2
3317;6;7;2005;1:00;4;Actual;Boarding;-7,1885;112,7467;Indonesia;Indonesia;850;2;IMB;Berth GD 107, Surabaya Port, Indonesia;Atlas Sky;2;Norway;385;Berthed;0;3;1;2
3320;10;7;2005;2:00;4;Actual;Boarding;10,5667;107,0167;Vietnam;Vietnam;816;2;IMB;Ho Chi Minh City, Vietnam;Name Withheld;2;Iran;630;Anchored;0;2;1;2
3321;11;7;2005;11:00;1;Attempted;;-1,2917;117,1583;Indonesia;Indonesia;850;1;IMB;Balikpapan, Indonesia;Big Wave;2;Cyprus;352;Steaming;0;1;0;-99
3322;13;7;2005;0:30;4;Actual;Boarding;1,2197;103,5687;Malaysia;Malaysia;820;1;IMB;Singapore Straits;Suhaila;3;Malaysia;820;steaming;1;1;1;2
3325;15;7;2005;4:00;4;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Port, Banglades;Darya Taal;2;Hong Kong;710;Steaming;1;1;1;2
3323;15;7;2005;2:15;4;Actual;Boarding;6,3033;3,3900;Nigeria;Nigeria;475;1;IMB;Lagos Anchorage, Nigeria;Octavia;8;Philippines;840;Anchored;1;2;1;2
3324;15;7;2005;3:15;4;Actual;Boarding;6,3283;3,3750;Nigeria;Nigeria;475;1;IMB;Lagos Anchorage, Nigeria;Nana;8;;-99;Anchored;1;2;1;2
3326;16;7;2005;13:25;2;Attempted;;3,0833;48,0833;Somalia;Somalia;520;1;IMB;East Coast of Somalia;Hanseduo;4;Antigua and Barbuda;58;Steaming;1;1;0;-99
3327;16;7;2005;16:00;2;Attempted;;4,6233;48,4317;Somalia;Somalia;520;1;IMB;East Coast of Somalia;MMM Parana;10;Malaysia;820;Steaming;1;1;0;-99
3328;17;7;2005;18:30;3;Attempted;;12,1533;50,8667;Somalia;Somalia;520;1;IMB;Off Caluula, NE Coast of Somalia;Car Star 1;10;Cyprus;352;Steaming;1;1;0;-99
3330;18;7;2005;3:00;4;Attempted;;12,1833;50,4500;Somalia;Somalia;520;1;IMB;Off Caluula, NE Coast of Somalia;MSC Namibia;4;Greece;350;Steaming;1;1;0;-99
3331;18;7;2005;3:00;4;Actual;Boarding;17,9750;-76,8382;Jamaica;Jamaica;51;2;IMB;Kingston Anchorage, Jamaica;Elqui;4;Marshall Islands;983;Anchored;0;2;1;2
3329;18;7;2005;2:00;4;Actual;Boarding;-6,7500;39,4833;Tanzania;Tanzania;510;1;IMB;Dar Es Salaam, Tanzania;Kota Mesra;4;Singapore;830;Steaming;0;1;1;2
3334;21;7;2005;20:00;3;Actual;Boarding;-12,5000;-77,1667;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage No. 1, Peru;UBC Savannah;2;Cyprus;352;Anchored;0;2;1;2
3332;21;7;2005;11:00;1;Attempted;;3,5000;49,3333;Somalia;Somalia;520;1;IMB;Off East Coast Somalia;Jollly Marrone;10;Italy;325;Steaming;0;1;0;-99
3335;21;7;2005;20:30;3;Attempted;;2,0389;102,3391;Malaysia;Malaysia;820;3;IMB;12NM Off Muar, Johor, Malacca Straits;;5;Malaysia;820;Steaming;1;1;0;-99
3333;21;7;2005;17:45;2;Attempted;;3,6333;49,5000;Somalia;Somalia;520;1;IMB;Somalia;San Felice;2;Malta;338;Steaming;1;1;0;-99
3337;23;7;2005;16:50;2;Attempted;;12,5383;43,4433;Djibouti;Djibouti;522;1;IMB;SE Lane of Bab El Mandeb TSS, Southern tip of Red Sea;;-99;;-99;Steaming;0;1;0;-99
3336;23;7;2005;10:30;1;Attempted;;13,6922;42,4860;Eritrea;Eritrea;531;1;IMB;Southern Red Sea;;-99;;-99;Steaming;0;1;0;-99
3338;24;7;2005;21:10;3;Attempted;;-1,2500;116,7932;Indonesia;Indonesia;850;2;IMB;Balikpapan Inner Anchorage, Indonesia;Count;8;Singapore;830;Anchored;0;2;0;-99
3340;26;7;2005;20:10;3;Actual;Boarding;6,8217;-58,1700;Guyana;Guyana;110;2;IMB;Georgetown Port, Guyana;P&O Nedlloyd Trinidad;6;Antigua and Barbuda;58;Berthed;1;3;1;2
3339;26;7;2005;11:10;1;Attempted;;3,1500;48,7833;Somalia;Somalia;520;1;IMB;90NM Off East Coast of Somalia;Cielo di Millano;8;Italy;325;Steaming;1;1;0;-99
3341;28;7;2005;4:15;4;Attempted;;4,1417;49,8217;Somalia;Somalia;520;1;IMB;Off East Coast Somalia;Alexis;2;Gibraltar;200;Steaming;1;1;0;-99
3342;29;7;2005;;-99;Actual;Boarding;-6,0887;106,8750;Indonesia;Indonesia;850;2;IMB;Jakarta Anchorage, Indonesia;Name Withheld;2;Cyprus;352;Anchored;0;2;1;2
3343;29;7;2005;14:45;2;Attempted;;12,4000;50,5000;Somalia;Somalia;520;1;IMB;Off Caluula, NE Coast of Somalia;Captain George I;2;Panama;95;Steaming;1;1;0;-99
3344;29;7;2005;3:00;4;Actual;Boarding;-1,4565;116,7627;Indonesia;Indonesia;850;1;IMB;At SPM Terminal, Lawi-Lawi, Balikpapan, Indonesia;Agate;8;Singapore;830;Berthed;0;3;1;2
3345;30;7;2005;;-99;Actual;Boarding;23,0667;113,8265;China;China;710;2;IMB;Xiangang Port, China;Name Withheld;2;Cyprus;352;Berthed;0;3;1;2
3346;31;7;2005;19:00;3;Actual;Boarding;10,5667;107,0167;Vietnam;Vietnam;816;2;IMB;Buoy No. 39, Ho Chi Minh City, Vietnam;Name Withheld;2;Iran;630;Anchored;0;2;1;2
3347;31;7;2005;23:15;3;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong 'A' Anchorage, Bangladesh;Pearl;-99;Panama;95;Anchored;0;2;1;2
3349;3;8;2005;2:12;4;Attempted;;-6,7750;39,3533;Tanzania;Tanzania;510;4;IMB;Dar Es Salaam, Tanzania;Astor;4;Antilles Netherlands;210;Steaming;0;1;0;-99
3348;3;8;2005;16:00;2;Attempted;;13,4000;49,4167;Yemen;Yemen;679;1;IMB;Gulf of Aden;Takis;3;Panama;95;Steaming;0;1;0;-99
3352;4;8;2005;2:50;4;Actual;Boarding;-17,6265;-71,3667;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;No. 2 Anchorage, Ilo, Peru;BBC Ecuador;6;Antigua and Barbuda;58;Anchored;0;2;1;2
3350;4;8;2005;;-99;Actual;Boarding;10,5667;107,0167;Vietnam;Vietnam;816;2;IMB;Buoy No. FC-02, Ho Chi Minh City, Vietnam;Name Withheld;2;Iran;630;Anchored;0;2;1;2
3353;4;8;2005;0:06;4;Actual;Boarding;-12,5000;-77,1667;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage Area No. 8, Peru;Ugo De Carlini;3;Italy;325;Anchored;0;2;1;2
3354;4;8;2005;4:30;4;Attempted;;-1,6950;116,6400;Indonesia;Indonesia;850;1;IMB;Adang Bay Anchorage, Indonesia;Santa Victoria;2;Liberia;450;Anchored;0;2;0;-99
3351;4;8;2005;6:00;4;Attempted;;2,3250;101,8333;Malaysia;Malaysia;820;1;IMB;5NM Off Tanjung Tuan, Malacca Straita;Stefania L;2;Panama;95;Steaming;0;1;0;-99
3355;5;8;2005;0:20;4;Actual;Boarding;10,5865;-64,0390;Venezuela;Venezuela;101;2;IMB;Laguna Grande;;9;;-99;Anchored;1;2;1;2
3356;9;8;2005;8:00;1;Actual;Boarding;21,8479;91,8563;Bangladesh;Bangladesh;771;4;IMB;Off Kutubdia Island, Bangladesh;Care Play-14 and Radwan;1;Cyprus;352;Steaming;0;1;1;2
3357;9;8;2005;0:35;4;Attempted;;17,8733;-76,7850;Jamaica;Jamaica;51;1;IMB;Kingston Outer Anchorage, Jamaica;Name Withheld;4;Panama;95;Anchored;0;2;0;-99
3358;10;8;2005;0:01;4;Actual;Boarding;0,5517;117,7283;Indonesia;Indonesia;850;1;IMB;Tanjung Bara Anchorage, Indonesia;Azul Glory;2;Panama;95;Anchored;0;2;1;2
3359;12;8;2005;18:50;3;Actual;Boarding;-1,2500;116,7932;Indonesia;Indonesia;850;2;IMB;Balikpapan Coal Terminal, Indonesia;Aifanourios;2;Bahamas;51;Berthed;0;3;1;2
3361;16;8;2005;2:00;4;Actual;Hijacked;1,0000;104,0000;Indonesia;Indonesia;850;1;IMB;Indonesia;Zara and Zara 3;1;Malaysia;820;Steaming;1;1;1;1
3360;16;8;2005;;-99;Actual;Hijacked;-0,3765;42,5432;Somalia;Somalia;520;2;IMB;Off Kismayo Port, Somalia;Shin Lian Fa No.36;5;Taiwan;713;Anchored;1;2;1;1
3363;19;8;2005;20:00;3;Actual;Boarding;10,5667;107,0167;Vietnam;Vietnam;816;2;IMB;Ho Chi Minh City, Vietnam;Name Withheld;2;Iran;630;Anchored;1;2;1;2
3362;19;8;2005;20:30;3;Attempted;;2,6183;108,9500;Indonesia;Indonesia;850;1;IMB;Off Natuna Islands, Indonesia;Bonia Star 21 and Singa Besar 5;1;Malaysia;820;Anchored;1;2;0;-99
3364;21;8;2005;19:45;3;Actual;Boarding;29,7267;48,6550;Iraq;Iraq;645;1;IMB;Um Qasr-Khawe Abd Allah Channel, Iraq;CEY Pioneer;6;Sri Lanka;780;Anchored;1;2;1;2
3365;22;8;2005;2:45;4;Actual;Boarding;6,3450;3,3383;Nigeria;Nigeria;475;1;IMB;Lagos Anchorage, Nigeria;ECO Dani;4;Sri Lanka;780;Anchored;0;2;1;2
3370;25;8;2005;1:00;4;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh;GPS Pioneer;1;Cambodia;811;Anchored;0;2;1;2
3367;25;8;2005;13:00;2;Attempted;;21,6000;91,3167;Bangladesh;Bangladesh;771;1;IMB;Chittagong, Bangladesh;Eugenia;6;Honduras;91;Steaming;0;1;0;-99
3368;25;8;2005;1:40;4;Actual;Boarding;6,3000;3,3667;Nigeria;Nigeria;475;1;IMB;Off Lagos, Nigeria;Lieutenant Arun Khetarpal PVC;8;India;750;Anchored;1;2;1;2
3366;25;8;2005;;-99;Actual;Boarding;6,4500;3,3767;Nigeria;Nigeria;475;2;IMB;Lagos Anchorage, Nigeria;Tower Bridge;8;Liberia;450;Anchored;1;2;1;2
3369;25;8;2005;2:25;4;Attempted;;17,8083;-77,1083;Jamaica;Jamaica;51;1;IMB;Rocky Point Anchorage, Jamaica;CB Paradise;2;Panama;95;Anchored;0;2;0;-99
3371;27;8;2005;2:55;4;Actual;Boarding;29,7283;48,6517;Iraq;Iraq;645;1;IMB;Buoy No. 3 and 5, Khawr Adb Allah, Iraq;Gaz Channel;7;Panama;95;Anchored;1;2;1;2
3372;31;8;2005;1:30;4;Attempted;;15,0167;41,8833;Yemen;Yemen;679;1;IMB;About 150miles NW of Bab El Mandeb TSS, Southern Red Sea;Name Withheld;2;Hong Kong;710;Steaming;0;1;0;-99
3373;2;9;2005;2:00;4;Actual;Boarding;6,0833;3,4000;Nigeria;Nigeria;475;1;IMB;Off Lagos, Nigeria;London Tower;4;Liberia;450;Steaming;0;1;1;2
3374;3;9;2005;4:00;4;Actual;Boarding;4,0432;9,6667;Cameroon;Cameroon;471;2;IMB;Total Jetty, Douala, Cameroon;Seabbulk Treasure Island;1;Liberia;450;Berthed;1;3;1;2
3375;6;9;2005;20:56;3;Actual;Boarding;9,9667;76,2500;India;India;750;2;IMB;Cochin Port, India;Maersk Arizona;4;USA;2;Berthed;0;3;1;2
3376;8;9;2005;22:35;3;Actual;Boarding;17,8800;-77,1033;Jamaica;Jamaica;51;1;IMB;Port Old Harbour, Jamaica;Saturn;3;Panama;95;Anchored;0;2;1;2
3377;10;9;2005;;-99;Actual;Hijacked;-6,0175;110,2039;Indonesia;Indonesia;850;4;IMB;Enroute from Surabaya to Jakarta, Indonesia;Marco Polo 43 and Marco Polo 48;1;Indonesia;850;Steaming;1;1;1;1
3378;11;9;2005;4:15;4;Actual;Boarding;-5,8708;105,5250;Indonesia;Indonesia;850;2;IMB;Tg. Mangkok Anchorage, Sebuku Island, Indonesia;Intrepid;2;Malta;338;Anchored;1;2;1;2
3379;12;9;2005;3:30;4;Actual;Boarding;-3,2833;116,3833;Indonesia;Indonesia;850;1;IMB;Pulau Laut Anchorage, Indonesia;Tai Progress;2;Panama;95;Anchored;0;2;1;2
3382;13;9;2005;2:00;4;Actual;Boarding;-15,7167;46,3265;Madagascar;Madagascar;580;2;IMB;Mahajanga Port, Madagascar;Orbit;6;Belize;80;Berthed;0;3;1;2
3381;13;9;2005;21:40;3;Actual;Boarding;13,0932;80,2932;India;India;750;2;IMB;Chennai Outer Anchorage, India;Jag Palak;8;India;750;Anchored;0;2;1;2
3380;13;9;2005;11:30;1;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage 'A', Bangladesh;Caraka Jaya Niaga III - 32;6;Indonesia;850;Anchored;0;2;1;2
3383;14;9;2005;14:00;2;Actual;Boarding;-6,0887;106,8750;Indonesia;Indonesia;850;4;IMB;Jakarta Breakwater Entrance, Indonesia;Freedom Lily;2;Hong Kong;710;Steaming;0;1;1;2
3384;14;9;2005;4:15;4;Actual;Boarding;-6,0887;106,8750;Indonesia;Indonesia;850;2;IMB;Tanjung Priok Tanker Anchorage, Jakarta, Indonesia;Port Arthur;8;Liberia;450;Anchored;1;2;1;2
3387;16;9;2005;12:20;2;Actual;Boarding;5,1667;-4,0500;Cote d'Ivoire;Cote d'Ivoire;437;1;IMB;Anchored Off Abidjan, Ivory Coast;Overseas Limar;3;Marshall Islands;983;Anchored;0;2;1;2
3385;16;9;2005;;-99;Actual;Hijacked;-0,3765;42,5432;Somalia;Somalia;520;2;IMB;Off Kismayo Port, Somalia;Cheng Qing Feng;5;Taiwan;713;Anchored;1;2;1;1
3386;16;9;2005;;-99;Actual;Hijacked;-0,3765;42,5432;Somalia;Somalia;520;2;IMB;Off Kismayo Port, Somalia;Zhong I No. 218;5;Taiwan;713;Anchored;1;2;1;1
3388;17;9;2005;22:10;3;Actual;Boarding;9,9667;76,2500;India;India;750;2;IMB;Cochin Oil Terminal, India;Angelica Schulte;8;Liberia;450;Berthed;0;3;1;2
3389;20;9;2005;2:30;4;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Outer Anchorage, Bangladesh;Siam Bhavas;3;Thailand;800;Anchored;0;2;1;2
3390;23;9;2005;Early morning;4;Actual;Boarding;10,3440;107,0568;Vietnam;Vietnam;816;2;IMB;Anchored 6 Miles SSW of Vung Tau Island, Vietnam;Syms Huanghe;4;Cyprus;352;Anchored;0;2;1;2
3391;26;9;2005;;-99;Actual;Hijacked;2,0167;45,3500;Somalia;Somalia;520;4;IMB;Vicinity of Mogadishu, Somalia;IBN Batouta;6;Algeria;615;Steaming;1;1;1;1
3392;27;9;2005;;-99;Actual;Boarding;5,5000;5,0000;Nigeria;Nigeria;475;2;IMB;Escravos Anchorage, Nigeria;Oragreen;8;Bahamas;51;Anchored;1;2;1;2
3394;28;9;2005;23:10;3;Attempted;;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh;Name Withheld;6;Iran;630;Anchored;0;2;0;-99
3393;28;9;2005;5:50;4;Actual;Boarding;-1,2500;116,7932;Indonesia;Indonesia;850;2;IMB;Anchored Off Balikpapan, Indonesia;Tantramar;10;Liberia;450;Anchored;0;2;1;2
3395;29;9;2005;5:00;4;Actual;Boarding;10,3440;107,0568;Vietnam;Vietnam;816;2;IMB;Vung Tau Anchorage, Vietnam;Bunga Mas 12;4;Malaysia;820;Anchored;0;2;1;2
3397;30;9;2005;23:20;3;Attempted;;5,0833;51,0833;Somalia;Somalia;520;1;IMB;150 miles off Eastern Coast of Somalia;Pleione;2;Bahamas;51;Steaming;0;1;0;-99
3396;30;9;2005;13:00;2;Actual;Hijacked;-1,4767;106,6850;Indonesia;Indonesia;850;1;IMB;Bangka Island, Indonesia;Prima Indah;6;Indonesia;850;Steaming;1;1;1;1
3398;30;9;2005;3:30;4;Actual;Boarding;5,2932;-4,0000;Cote d'Ivoire;Cote d'Ivoire;437;2;IMB;Abidjan Anchorage, Ivory Coast;Odin Pacific;2;Malta;338;Anchored;0;2;1;2
3399;1;10;2005;12:00;1;Attempted;;6,1900;97,1050;Indonesia;Indonesia;850;1;IMB;Northern Tip of Sumatra, Malacca Straits;Hal Supporter;10;India;750;Steaming;0;1;0;-99
3401;2;10;2005;4:15;4;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh;Thomas C;2;Cayman Islands;200;Anchored;0;2;1;2
3400;2;10;2005;20:00;3;Actual;Boarding;22,2167;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage 'B', Bangladesh;Supreme;6;Mongolia;712;Anchored;0;2;1;2
3402;3;10;2005;;-99;Actual;Hijacked;-0,3765;42,5432;Somalia;Somalia;520;4;IMB;Vicinity of Kismayu / Barawa East Coast Somalia;Torgelow;6;St. Vincent and Grenadines;57;Steaming;1;1;1;1
3404;5;10;2005;2:20;4;Attempted;;13,0932;80,2932;India;India;750;2;IMB;Chennai Anchorage, India;C.V. Raman;8;India;750;Anchored;0;2;0;-99
3403;5;10;2005;2:30;4;Actual;Boarding;0,1450;117,5933;Indonesia;Indonesia;850;1;IMB;Bontang Anchorage, Indonesia;Parna Berlian;7;Panama;95;Berthed;1;3;1;2
3405;11;10;2005;3:00;4;Actual;Boarding;22,8197;70,2203;India;India;750;2;IMB;Kandla Anchorage, India;Joint Grace;6;Malta;338;Anchored;0;2;1;2
3406;12;10;2005;6:00;4;Attempted;;5,0167;112,4500;Malaysia;Malaysia;820;1;IMB;South China Sea;Tamil Nadu;2;India;750;Steaming;0;1;0;-99
3408;12;10;2005;2:40;4;Actual;Boarding;-6,7750;39,3533;Tanzania;Tanzania;510;2;IMB;Dar Es Salaam Anchorage, Tanzania;Hulder;8;Norway;385;Anchored;1;2;1;2
3407;12;10;2005;16:00;2;Actual;Hijacked;1,7167;44,7667;Somalia;Somalia;520;2;IMB;Merca Anchorage, 50NM South of Mogadishu, Somalia;Miltzow;6;St. Vincent and Grenadines;57;Anchored;1;2;1;1
3410;13;10;2005;12:30;2;Actual;Boarding;-6,0887;106,8750;Indonesia;Indonesia;850;2;IMB;Jakarta Anchorage, Indonesia;Azure;2;Panama;95;Anchored;0;2;1;2
3409;13;10;2005;5:00;4;Attempted;;-5,9205;105,8859;Indonesia;Indonesia;850;4;IMB;Sunda Straits, Indonesia;Azure;2;Panama;95;Steaming;0;1;0;-99
3411;17;10;2005;3:30;4;Actual;Boarding;-6,0478;106,8928;Indonesia;Indonesia;850;1;IMB;Jakarta Anchorage, Indonesia;Delfa;2;Marshall Islands;983;Anchored;1;2;1;2
3413;18;10;2005;3:45;4;Actual;Boarding;9,2933;-13,7533;Guinea;Guinea;438;1;IMB;Conakry Anchorage, Guinea;Salvinia;2;Liberia;450;Anchored;1;2;1;2
3412;18;10;2005;12:50;2;Actual;Hijacked;6,9863;51,1398;Somalia;Somalia;520;1;IMB;About 90 miles East of Somali Coast, Somalia;Panagia;2;Liberia;450;Steaming;1;1;1;1
3414;18;10;2005;0:40;4;Actual;Boarding;30,0167;47,9500;Iraq;Iraq;645;2;IMB;Umm Qasr, Iraq;Ocean Atlas;6;USA;2;Anchored;1;2;1;2
3415;20;10;2005;7:47;1;Actual;Hijacked;2,2167;49,7333;Somalia;Somalia;520;1;IMB;Somalia;San Carlo;8;Malta;338;Steaming;1;1;1;1
3416;23;10;2005;18:00;2;Actual;Boarding;21,1765;110,4000;China;China;710;2;IMB;Zhanjiang No. 2 Inner Anchorage, China;Savvy;8;Singapore;830;Anchored;0;2;1;2
3417;24;10;2005;4:30;4;Actual;Boarding;6,4500;3,3767;Nigeria;Nigeria;475;2;IMB;Lagos Anchorage 15 NM from Port, Nigeria;Medea K;2;Panama;95;Anchored;1;2;1;2
3418;26;10;2005;18:10;3;Attempted;;6,1500;53,7500;Internationa Waters (Indian Ocean);Somalia;520;1;IMB;250NM Off East Coast of Somalia;Orion Princess;8;Panama;95;Steaming;0;1;0;-99
3421;27;10;2005;0:01;4;Actual;Boarding;1,9933;118,1450;Indonesia;Indonesia;850;1;IMB;Off Muara Pantai, East Kalimantan, Indonesia;Laconia;2;Malta;338;Anchored;0;2;1;2
3420;27;10;2005;20:30;3;Actual;Boarding;20,7967;-17,0300;Mauritania;Mauritania;435;1;IMB;Off Nouadhibou Inner Anchorage, Mauritania;Navios Magellan;2;Panama;95;Anchored;0;2;1;2
3419;27;10;2005;8:36;1;Attempted;;-8,6928;115,7319;Indonesia;Indonesia;850;1;IMB;Lombok Strait, Indonesia;Chemroad Wing;3;Panama;95;Steaming;1;1;0;-99
3422;28;10;2005;12:00;1;Actual;Boarding;21,4167;108,4000;China;China;710;1;IMB;Fangcheng OPL Anchorage, China;Iran Kermashah;2;Cyprus;352;Anchored;0;2;1;2
3423;30;10;2005;1:30;4;Actual;Boarding;13,3000;-88,9667;El Salvador;El Salvador;92;2;IMB;Bahia del Sol, El Salvador;Rdreamz;9;USA;2;Anchored;1;2;1;2
3424;31;10;2005;19:00;3;Actual;Boarding;30,5000;47,8167;Iraq;Iraq;645;2;IMB;Basra Oil Terminal Anchorage 'B', Iraq;Genmar Honour;8;Liberia;450;Anchored;1;2;1;2
3426;5;11;2005;3:25;4;Attempted;;2,9833;48,0167;Somalia;Somalia;520;1;IMB;70NM from East Coast Somalia;Seabourn Spirit;9;Bahamas;51;Steaming;1;1;0;-99
3425;5;11;2005;12:00;1;Attempted;;4,4383;54,2433;Internationa Waters (Indian Ocean);Somalia;520;1;IMB;East Coast of Somalia;Great Morning;2;Hong Kong;710;Steaming;0;1;0;-99
3427;6;11;2005;6:48;1;Attempted;;2,4883;48,4700;Somalia;Somalia;520;1;IMB;East Coast of Somalia;MSC Selin;10;Panama;95;Steaming;1;1;0;-99
3428;7;11;2005;6:00;4;Actual;Hijacked;4,4667;48,0167;Somalia;Somalia;520;1;IMB;East Coast of Somalia;Laemthong Glory;6;Thailand;800;Steaming;1;1;1;1
3429;8;11;2005;9:00;1;Attempted;;1,6433;54,9783;Internationa Waters (Indian Ocean);Seychelles;591;1;IMB;390NM Off Eastern Somali Coast, Somalia;Makran;6;Pakistan;770;Steaming;0;1;0;-99
3430;19;11;2005;20:00;3;Actual;Boarding;10,3167;-75,5333;Colombia;Colombia;100;1;IMB;Cartagena Bay, Colombia;New Century;8;Marshall Islands;983;Anchored;0;2;1;2
3431;19;11;2005;22:00;3;Actual;Boarding;29,7233;48,6250;Iraq;Iraq;645;1;IMB;Umm Qasr Anchorage Off No.5 Buoy, Iraq;Alexandra I;2;Panama;95;Anchored;1;2;1;2
3432;20;11;2005;;-99;Actual;Boarding;30,0167;47,9500;Iraq;Iraq;645;2;IMB;Umm Qasr Anchorage Off No.2 Buoy, Iraq;Name Withheld;2;Turkey;640;Anchored;1;2;1;2
3433;21;11;2005;6:00;4;Actual;Boarding;0,1000;117,4667;Indonesia;Indonesia;850;2;IMB;Bontang Anchorage, Indonesia;Berlian Ekuator;7;Panama;95;Anchored;0;2;1;2
3434;24;11;2005;Early morning;4;Actual;Boarding;20,6350;106,8767;Vietnam;Vietnam;816;1;IMB;Haiphong Anchorage, Vietnam;Amstel Trader;4;Netherlands;210;Anchored;0;2;1;2
