id;day;month;year;timeofday;timeofdayrecode;incident_type;incident_action;latitude;longitude;territorial_water_status;closest_coastal_state;closest_state_cow_code;location_precision;geolocation_source;location_description;vessel_name;vessel_type;vessel_country;Vessel_country_cow_code;vessel_status;Violence Dummy;Steaming Recode;Incident_type_recode;Incident_action_recode
4868;9;7;2010;13:50;2;Attempted;;15,4867;41,7067;Yemen;Yemen;679;1;IMB;Red Sea;Vitapride;2;Malta;338;Steaming;1;1;0;-99
4870;12;7;2010;20:30;3;Actual;Boarded;22,2697;91,7198;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage A, Bangladesh;Vergina;2;Panama;95;Anchored;1;2;1;2
4871;13;7;2010;1:45;4;Actual;Boarded;1,9833;109,0000;Indonesia;Indonesia;850;1;IMB;11nm S of Pulau Merundung, Indonesia;Harbour Hornbill;6;Malaysia;820;Steaming;1;1;1;2
4872;14;7;2010;2:00;4;Attempted;;1,9817;108,7300;Indonesia;Indonesia;850;1;IMB;NorthEast of Muri Island, Indonesia;Johan Star;6;Malaysia;820;Steaming;1;1;0;-99
4873;18;7;2010;13:17;2;Attempted;;-3,0583;107,3067;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Bourbon Liberty 226;1;Luxembourg;212;Steaming;1;1;0;-99
4874;18;7;2010;Between 00:01-06:00;4;Actual;Boarded;3,9167;98,7667;Indonesia;Indonesia;850;1;IMB;Belawan Anchorage, Indonesia;AS Poseidon;4;Marshall Islands;983;Anchored;0;2;1;2
4875;20;7;2010;5:40;4;Actual;Boarded;-8,3167;-75,0500;Peru (Peruvian point of view);Peru (Peruvian point of view);135;1;IMB;Puerto Bolivar Anchorage, Peru;Condor Bay;-99;Liberia;450;Anchored;1;2;1;2
4876;21;7;2010;12:52;2;Attempted;;14,3667;42,1333;Eritrea;Eritrea;531;1;IMB;Red Sea;Clipper Morning;2;Bahamas;31;Steaming;1;1;0;-99
4877;22;7;2010;3:30;4;Actual;Boarded;1,3918;104,5150;Indonesia;Indonesia;850;1;IMB;Malaysia;Cape Cosmos;2;Cyprus;352;Anchored;1;2;1;2
4878;23;7;2010;5:40;4;Attempted;;1,3567;104,4583;Indonesia;Indonesia;850;1;IMB;Malaysia;Pacific Valkyrie;1;Singapore;830;Anchored;0;2;0;-99
4879;25;7;2010;2:00;4;Attempted;Fired Upon;4,2667;8,8667;Cameroon;Cameroon;471;1;IMB;Cameroon;Geo Mariner;-99;Malta;338;Stationary;1;4;0;3
4881;31;7;2010;1:45;4;Actual;Boarded;13,7383;121,0283;Philippines;Philippines;840;1;IMB;Batangas Anchorage, Philippines;Altair Trader;8;Isle of Man;200;Anchored;0;2;1;2
4880;31;7;2010;2:00;4;Actual;Boarded;-1,5400;-48,7717;Brazil;Brazil;140;1;IMB;Vila Do Conde Roads, Brazil;Angus Express;-99;Philippines;840;Anchored;0;2;1;2
4882;1;8;2010;0:30;4;Actual;Boarded;18,5733;-72,3917;Haiti;Haiti;41;1;IMB;Port au Prince Anchorage, Haiti;Eot Spar;6;USA;2;Anchored;0;2;1;2
4883;2;8;2010;23:55;3;Actual;Boarded;22,1500;91,7333;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage, Bangladesh;PFS Kershava;2;Panama;95;Anchored;1;2;1;2
4884;2;8;2010;4:20;4;Actual;Hijacked;13,0333;48,9000;Yemen;Yemen;679;1;IMB;Gulf of Aden;Suez;6;Panama;95;Steaming;1;1;1;1
4887;3;8;2010;2:15;4;Actual;Boarded;20,6617;107,2567;Vietnam;Vietnam;816;1;IMB;SE of Cailan Pilot Station, Vietnam;Nordbaltic;4;Isle of Man;200;Anchored;0;2;1;2
4885;3;8;2010;6:00;4;Attempted;Fired Upon;13,7083;42,9500;Yemen;Yemen;679;1;IMB;Hanish Al Kubra Island, Red Sea;Songa Sapphire;3;Marshall Islands;983;Steaming;1;1;0;3
4886;3;8;2010;3:17;4;Attempted;;12,9333;48,1333;Yemen;Yemen;679;1;IMB;Gulf of Aden;Bow Saga;3;Norway;385;Steaming;1;1;0;-99
4888;4;8;2010;13:45;2;Attempted;;15,8100;41,4283;Eritrea;Eritrea;531;1;IMB;Red Sea;London 2012;2;Liberia;450;Steaming;1;1;0;-99
4890;5;8;2010;17:50;2;Actual;Boarded;2,8500;105,3667;Indonesia;Indonesia;850;1;IMB;Off Pulau Damar, Indonesia, South China Sea;Sur;2;Liberia;450;Steaming;1;1;1;2
4889;5;8;2010;10:00;1;Attempted;;12,5800;43,4000;Yemen;Yemen;679;1;IMB;Bab El Mandeb, Red Sea;Pelicana;6;Singapore;830;Steaming;1;1;0;-99
4891;5;8;2010;15:14;2;Actual;Hijacked;13,1833;49,0667;Yemen;Yemen;679;1;IMB;Gulf of Aden;Syria Star;6;St. Vincent & Grenadines;57;Steaming;1;1;1;1
4892;7;8;2010;20:35;3;Actual;Boarded;21,8777;91,8215;Bangladesh;Bangladesh;771;1;IMB;Chittagong Kutubdia Anchorage, Bangladesh;Ocean Crown;2;Cyprus;352;Anchored;1;2;1;2
4894;8;8;2010;3:30;4;Actual;Boarded;29,6950;48,6683;Iraq;Iraq;645;1;IMB;Umm Qasr Anchorage, Iraq;Arminia;4;Antigua & Barbuda;58;Anchored;1;2;1;2
4893;8;8;2010;23:20;3;Attempted;;12,1933;45,7267;Yemen;Yemen;679;1;IMB;Gulf of Aden;Aniek;6;Antigua & Barbuda;58;Steaming;1;1;0;-99
4895;8;8;2010;4:00;4;Actual;Boarded;29,7000;48,6717;Iraq;Iraq;645;1;IMB;Umm Qasr Anchorage, Iraq;Sagamore;6;USA;2;Anchored;1;2;1;2
4896;10;8;2010;3:30;4;Actual;Boarded;1,3233;104,2450;Malaysia;Malaysia;820;1;IMB;2.8nm SE of Tanjung Ayam, Malaysia;Genmar Gulf;8;Marshall Islands;983;Anchored;1;2;1;2
4897;11;8;2010;6:40;1;Attempted;;13,5987;42,6350;Eritrea;Eritrea;531;1;IMB;Red Sea;Aniek;6;Antigua & Barbuda;58;Steaming;1;1;0;-99
4898;11;8;2010;16:36;2;Actual;Boarded;4,0833;6,7500;Nigeria;Nigeria;475;1;IMB;2.5nm off Bonny River Fairway Buoy, Nigeria;UAL Tycoon;-99;Netherlands Antilles;210;Steaming;1;1;1;2
4901;12;8;2010;18:51;3;Actual;Boarded;1,7137;101,4593;Indonesia;Indonesia;850;1;IMB;Dumai Inner Anchorage, Indonesia;BBC Rosario;6;Cyprus;352;Anchored;1;2;1;2
4900;12;8;2010;14:30;2;Actual;Boarded;14,5517;120,9217;Philippines;Philippines;840;1;IMB;Manila Quarantine Anchorage, Philippines;Pontremoli;4;Liberia;450;Anchored;0;2;1;2
4899;12;8;2010;12:10;2;Attempted;;1,4333;106,8167;Indonesia;Indonesia;850;1;IMB;16nm N of Pulau Dumdum, Indonesia;Great Perseus;2;Panama;95;Steaming;1;1;0;-99
4902;15;8;2010;4:00;4;Actual;Boarded;22,2583;91,6883;Bangladesh;Bangladesh;771;1;IMB;Chittagong Alpha Anchorage, Bangladesh;Hong Kong Star;2;St. Vincent & Grenadines;57;Steaming;0;1;1;2
4904;16;8;2010;1:45;4;Actual;Boarded;3,2500;105,3083;Indonesia;Indonesia;850;1;IMB;19nm off Pulau Mangkai, Indonesia, South China Sea;Stolt Botan;3;Liberia;450;Steaming;1;1;1;2
4903;16;8;2010;5:30;4;Actual;Boarded;-1,5083;-48,7633;Brazil;Brazil;140;1;IMB;Vila do Conde Anchorage, Brazil;S. Pacific;6;Marshall islands;983;Anchored;0;2;1;2
4905;17;8;2010;2:50;4;Actual;Boarded;3,0833;105,1167;Indonesia;Indonesia;850;1;IMB;Off Pulau Mangkai, Indonesia, South China Sea;Bet Fighter;2;Isle of Man;200;Steaming;1;1;1;2
4906;17;8;2010;3:40;4;Actual;Boarded;3,2833;105,4833;Indonesia;Indonesia;850;1;IMB;12.6nm off Pulau Mangkai, Indoensia, South China Sea;Chem Orchid;8;South Korea;732;Steaming;1;1;1;2
4908;18;8;2010;14:00;2;Attempted;;13,2583;49,1333;Yemen;Yemen;679;1;IMB;Gulf of Aden;SE Viridian;6;Gibraltar;200;Steaming;1;1;0;-99
4907;18;8;2010;4:55;4;Attempted;;3,3783;100,4933;Malaysia;Malaysia;820;1;IMB;Malacca Straits;Futami;6;Panama;95;Steaming;1;1;0;-99
4909;18;8;2010;3:50;4;Actual;Boarded;3,0833;105,4000;Indonesia;Indonesia;850;1;IMB;10nm W of Pulau Mangkai, Indonesia, South China Sea;Vinalines Star;2;Vietnam;817;Steaming;1;1;1;2
4910;19;8;2010;3:20;4;Actual;Boarded;-12,0167;-77,2033;Peru (Peruvian point of view);Peru (Peruvian point of view);135;1;IMB;Callao Anchorage No. 1, Peru;Rio Cardiff;4;Liberia;450;Anchored;1;2;1;2
4911;20;8;2010;4:20;4;Attempted;;5,2133;106,5433;Indonesia;Indonesia;850;1;IMB;Off Kakap Natuna Oil Terminal, South China Sea;Muroran;6;Panama;95;Steaming;1;1;0;-99
4912;21;8;2010;23:00;3;Actual;Boarded;3,1867;105,3700;Indonesia;Indonesia;850;1;IMB;15nm NW of Pulau Mangkai, Indonesia, South China Sea;Umm Al Amad;7;Marshall Islands;983;Steaming;1;1;1;2
4913;22;8;2010;4:35;4;Attempted;;13,3250;49,8167;Yemen;Yemen;679;1;IMB;Gulf of Aden;Beluga Family;6;Antigua & Barbuda;58;Steaming;1;1;0;-99
4914;22;8;2010;4:10;4;Attempted;;13,4350;49,6933;Yemen;Yemen;679;1;IMB;Gulf of Aden;Hanover Express;4;Germany;255;Steaming;1;1;0;-99
4915;23;8;2010;23:30;3;Actual;Boarded;22,2683;91,8035;Bangladesh;Bangladesh;771;1;IMB;Chittagong Port, Bangladesh;Kirana Tritya;8;Singapore;830;Berthed;1;3;1;2
4916;25;8;2010;3:00;4;Actual;Boarded;9,3200;-13,7533;Guinea;Guinea;438;1;IMB;Ile Blanche, 8nm S of Conakry, Guinea;Delmas Bonny;4;Marshall Islands;983;Anchored;1;2;1;2
4917;28;8;2010;8:00;1;Attempted;;13,5317;49,9700;Yemen;Yemen;679;1;IMB;Gulf of Aden;Caribbean Carrier I;2;Panama;95;Steaming;1;1;0;-99
4918;29;8;2010;2:45;4;Actual;Boarded;-1,2500;116,8000;Indonesia;Indonesia;850;2;IMB;Balikpapn Inner Anchorage, Indonesia;High Force;8;Panama;95;Anchored;0;2;1;2
4919;29;8;2010;1:15;4;Actual;Boarded;18,5550;-72,3533;Haiti;Haiti;41;1;IMB;South Finger Pier, Port Au Prince, Haiti;Eot Spar;6;USA;2;Anchored;0;2;1;2
4921;30;8;2010;2:54;4;Actual;Boarded;2,9950;105,3533;Indonesia;Indonesia;850;1;IMB;Off Pulau Mangkai, Indonesia, South China Sea;Ideal Bulker;2;Hong Kong;710;Steaming;1;1;1;2
4920;30;8;2010;23:30;3;Actual;Boarded;3,0633;105,3600;Indonesia;Indonesia;850;1;IMB;12nm NW of Pulau Mangkai, Indonesia, South China Sea;Yangtze Spring;8;Hong Kong;710;Steaming;1;1;1;2
4923;31;8;2010;3:00;4;Actual;Boarded;-3,2167;116,3833;Indonesia;Indonesia;850;1;IMB;Tanjung Pemancingan Anchorage, Indonesia;Magic;2;Liberia;450;Anchored;0;2;1;2
4922;31;8;2010;1:10;4;Actual;Boarded;-5,8658;13,0518;Congo, DRC;Congo, DRC;490;1;IMB;Boma Anchorage, Democratic Republic of Congo;Yema;8;Liberia;450;Anchored;1;2;1;2
4924;1;9;2010;22:01;3;Actual;Boarded;3,1482;105,4200;Indonesia;Indonesia;850;1;IMB;Off Pulau Mangkai, Indonesia, South China Sea;Name Withheld;3;Hong Kong;710;Steaming;0;1;1;2
4925;1;9;2010;1:00;4;Actual;Boarded;3,2383;105,3267;Indonesia;Indonesia;850;1;IMB;Off Pulau Mangkai, Indonesia, South China Sea;La Paz;8;Panama;95;Steaming;1;1;1;2
4927;4;9;2010;0:01;4;Actual;Boarded;22,2167;91,8000;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh;Jindal Varuna;6;India;750;Anchored;1;2;1;2
4926;4;9;2010;1:30;4;Actual;Boarded;-5,8658;13,0518;Congo, DRC;Congo, DRC;490;1;IMB;Democratic Republic of Congo (Located in Boma Port);Bright Star;6;Panama;95;Steaming;1;1;1;2
4930;5;9;2010;3:05;4;Actual;Boarded;3,2367;105,2867;Indonesia;Indonesia;850;1;IMB;Off Pulau Mangkai, Indonesia, South China Sea;Chemroad Luna;3;Panama;95;Steaming;1;1;1;2
4928;5;9;2010;19:40;3;Attempted;;6,1283;112,4400;Malaysia;Malaysia;820;1;IMB;11 NM North of Friendship Shoal, South China Sea;Kota Hening;4;Singapore;830;Steaming;1;1;0;-99
4929;5;9;2010;1:40;4;Actual;Boarded;-12,0283;-77,1950;Peru (Peruvian point of view);Peru (Peruvian point of view);135;1;IMB;Callao Anchorage No. 1, Peru;IVS Nightjar;6;Singapore;830;Anchored;0;2;1;2
4932;6;9;2010;3:00;4;Actual;Boarded;3,8500;-77,1000;Colombia;Colombia;100;1;IMB;Buenaventura Anchorage, Colombia;Clipper Grace;2;Hong Kong;710;Anchored;1;2;1;2
4931;6;9;2010;7:02;1;Attempted;Fired Upon;13,5333;49,6617;Yemen;Yemen;679;1;IMB;Gulf of Aden;Atlantic Grace;3;Hong Kong;710;Steaming;1;1;0;3
4934;8;9;2010;5:40;4;Actual;Boarded;13,3833;49,9667;Yemen;Yemen;679;1;IMB;Gulf of Aden;Magellan Star;4;Antigua & Barbuda;58;Steaming;1;1;1;2
4933;8;9;2010;Unknown;-99;Actual;Hijacked;12,5182;47,6446;Yemen;Yemen;679;4;IMB;Gulf of Aden;Olib G;3;Malta;338;Steaming;1;1;1;1
4935;9;9;2010;21:10;3;Attempted;;2,0088;109,0732;Indonesia;Indonesia;850;1;IMB;Off Pulau Merundung (Indonesia), South China Sea;Semua Selamat;8;Malaysia;820;Steaming;1;1;0;-99
4936;10;9;2010;23:20;3;Actual;Boarded;1,9167;109,0833;Indonesia;Indonesia;850;1;IMB;Off Pulau Merundung, Indonesia, South China Sea;Cheerleader;-99;Panama;95;Steaming;1;1;1;2
4937;11;9;2010;12:12;2;Attempted;;12,9000;43,1783;Eritrea;Eritrea;531;1;IMB;Bab El Mandeb, Red Sea;OOCL Kaohsiung;4;Hong Kong;710;Steaming;1;1;0;-99
4939;12;9;2010;23:00;3;Actual;Boarded;22,1567;91,7500;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage C, Bangladesh;Maren S;4;Antigua & Barbuda;58;Anchored;1;2;1;2
4938;12;9;2010;21:30;3;Actual;Boarded;3,8833;9,5333;Cameroon;Cameroon;471;1;IMB;Douala Outer Roads, Cameroon;Salma;6;St. Kitts and Nevis;60;Anchored;1;2;1;2
4940;16;9;2010;23:55;3;Actual;Boarded;18,5683;-72,5250;Haiti;Haiti;41;1;IMB;Port au Prince Anchorage, Haiti;Shamrock;-99;Barbados;53;Anchored;1;2;1;2
4941;18;9;2010;4:30;4;Actual;Boarded;20,6433;106,8717;Vietnam;Vietnam;816;1;IMB;Haiphong Roads, Vietnam;Malte Rambow;4;Antigua & Barbuda;58;Anchored;1;2;1;2
4942;19;9;2010;4:30;4;Actual;Boarded;4,0432;9,6667;Cameroon;Cameroon;471;2;IMB;Berth No. 5, Douala Port, Cameroon (Used coordinates from other cases);F Spirit;6;Marshall Islands;983;Berthed;1;3;1;2
4943;20;9;2010;19:00;3;Actual;Boarded;13,7000;100,5833;Thailand;Thailand;800;2;IMB;Dolphin No. 1-6, Bangkok, Thailand;Star Island H;2;Panama;95;Berthed;0;3;1;2
4944;22;9;2010;22:00;3;Actual;Boarded;6,4417;3,3867;Nigeria;Nigeria;475;1;IMB;Berth No. 9, Apapa Port, Lagos, Nigeria;Fen Shun Shan;6;China;710;Berthed;1;3;1;2
4945;22;9;2010;2:36;4;Actual;Boarded;3,8333;6,9100;Nigeria;Nigeria;475;1;IMB;18nm from Fairway Buoy, Bonny River, Nigeria;Jascon 30;-99;Gibraltar;200;Steaming;1;1;1;2
4946;23;9;2010;19:45;3;Actual;Boarded;6,4500;3,3767;Nigeria;Nigeria;475;2;IMB;Lagos, Nigeria (Ship was berthed, so port coordinates for the Port of Lagos aka Apapa were used from other cases);IS Trinity;2;Panama;95;Berthed;1;3;1;2
4947;24;9;2010;22:10;3;Actual;Boarded;22,1817;91,6783;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage, Bangladesh;BM Adventure;6;Kiribati;946;Anchored;1;2;1;2
4949;25;9;2010;2:45;4;Actual;Boarded;-1,0843;-48,4633;Brazil;Brazil;140;1;IMB;Mosquerito Anchorage, Brazil;Barbara;2;Bahamas;31;Anchored;1;2;1;2
4950;25;9;2010;3:15;4;Actual;Boarded;7,4000;64,8333;Internationa Waters (Arabian Sea);Maldives;781;1;IMB;Indian Ocean, off Somalia;Lugela;6;Panama;95;Steaming;1;1;1;2
4948;25;9;2010;20:00;3;Attempted;;-9,5667;40,2333;Tanzania;Tanzania;510;1;IMB;(Around 170 NM SE of Dar Es Salaam, Tanzania), Off Southern Somalia;Mchona;-99;Tanzania;510;Steaming;1;1;0;-99
4951;26;9;2010;20:50;3;Attempted;Fired Upon;-6,9000;40,4500;Tanzania;Tanzania;510;1;IMB;Around 50 NM east of Dar es Salaam, Tanzania off Southern Somalia;Geo Barents;-99;Norway;385;Steaming;1;1;0;3
4952;28;9;2010;7:40;1;Attempted;Fired Upon;-6,4667;40,4500;Tanzania;Tanzania;510;1;IMB;(Around 40 NM NE of Dar Es Salaam, Tanzania), Off Southern Somalia;Mississippi Star;3;Malta;338;Steaming;1;1;0;3
4953;28;9;2010;20:00;3;Actual;Hijacked;-7,1167;41,0333;Tanzania;Tanzania;510;1;IMB;Around 100nm SE of Dar Es Salaam, Tanzania, off Southern Somalia;Asphalt Venture;-99;Panama;95;Steaming;1;1;1;1
4954;29;9;2010;4:55;4;Attempted;Fired Upon;6,7917;61,8500;Internationa Waters (Arabian Sea);Yemen;679;1;IMB;(Indian Ocean), Off Somalia;Maersk Alabama;4;USA;2;Steaming;1;1;0;3
4955;30;9;2010;7:30;1;Actual;Boarded;-0,8837;104,3077;Indonesia;Indonesia;850;1;IMB;Selat Berhala, Indonesia;Surya Ratna;1;Singapore;830;Steaming;1;1;1;2
4956;1;10;2010;1:00;4;Actual;Boarded;4,0575;6,8012;Nigeria;Nigeria;475;1;IMB;Outer Bonny River, Port Harcourt, Nigeria;Eckhardt;-99;Belize;80;Anchored;1;2;1;2
4958;2;10;2010;15:30;2;Attempted;;22,1977;91,7207;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage, Bangladesh;Phoenix Ace;-99;Panama;95;Stationary;1;4;0;-99
4959;2;10;2010;3:45;4;Actual;Boarded;-1,5233;-48,7600;Brazil;Brazil;140;1;IMB;Vila do Conde Anchorage, Brazil;Diamond Ocean;2;Panama;95;Anchored;0;2;1;2
4957;2;10;2010;8:30;1;Attempted;;3,8833;50,5967;Somalia;Somalia;520;1;IMB;Off Somalia;Amira S;2;Panama;95;Steaming;1;1;0;-99
4961;3;10;2010;4:30;4;Actual;Boarded;1,3693;104,3502;Malaysia;Malaysia;820;1;IMB;Approximately 2nm N of Batu Putih, Malaysia;Tatiana Schulte;4;Germany;255;Anchored;0;2;1;2
4960;3;10;2010;14:30;2;Attempted;;13,3533;49,4850;Yemen;Yemen;679;1;IMB;Gulf of Aden;Star II;8;Liberia;450;Steaming;1;1;0;-99
4963;7;10;2010;4:40;4;Actual;Boarded;10,2683;-64,7167;Venezuela;Venezuela;101;1;IMB;Puerto La Cruz Tanker Anchorage, Venezuela;Name Withheld;3;Liberia;450;Anchored;0;2;1;2
4962;7;10;2010;17:00;2;Actual;Boarded;10,2267;107,0817;Vietnam;Vietnam;816;1;IMB;Ho Chi Minh City Outer Anchorage, Vietnam;Wilhelm E.;4;Liberia;450;Anchored;0;2;1;2
4964;9;10;2010;6:45;1;Actual;Hijacked;-1,6667;41,7170;Somalia;Somalia;520;1;IMB;Off Kiunga, Kenya, off Somalia;Golden Wave 305;5;Kenya;501;Steaming;1;1;1;1
4965;9;10;2010;18:45;3;Actual;Boarded;21,1117;91,2083;Bangladesh;Bangladesh;771;1;IMB;Around 50nm off Chittagong Port, Bangladesh;Northwind;1;Netherlands Antilles;210;Steaming;1;1;1;2
4966;10;10;2010;11:15;1;Attempted;Fired Upon;4,9900;67,1067;Internationa Waters (Arabian Sea);Maldives;781;1;IMB;Around 1300 NM E x N of Mogadishu (Indian Ocean), Off Somalia;Kavo Portland;2;Marshall Islands;983;Steaming;1;1;0;3
4967;10;10;2010;13:38;2;Actual;Hijacked;-3,4667;40,8167;Kenya;Kenya;501;1;IMB;Around 70nm off Mombasa, Kenya, off Somalia;Izumi;6;Panama;95;Steaming;1;1;1;1
4968;10;10;2010;18:25;3;Attempted;Fired Upon;-9,9067;40,1500;Tanzania;Tanzania;510;1;IMB;(Off Tanzania Coast), Off Southern Somalia;Anuket Jade;8;Panama;95;Steaming;1;1;0;3
4969;11;10;2010;12:45;2;Actual;Boarded;22,1843;91,7397;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage B, Bangladesh;Maren S;4;Antigua & Barbuda;58;Anchored;1;2;1;2
4970;12;10;2010;15:00;2;Actual;Boarded;8,1833;67,9333;Internationa Waters (Arabian Sea);India;750;1;IMB;Indian Ocean, off Somalia;Ardmore Seafarer;8;Marshall Islands;983;Steaming;1;1;1;2
4971;12;10;2010;00:01-4:00;4;Actual;Boarded;1,3050;104,2017;Malaysia;Malaysia;820;1;IMB;Eastern OPL Anchorage, Malaysia;Kiel;8;Singapore;830;Anchored;0;2;1;2
4972;14;10;2010;18:50;3;Actual;Boarded;-2,1028;108,7600;Indonesia;Indonesia;850;1;IMB;Karimata Straits, Indonesia;Eagle Corona;8;Singapore;830;Steaming;1;1;1;2
4973;15;10;2010;5:00;4;Actual;Boarded;-1,5283;-48,7850;Brazil;Brazil;140;1;IMB;Vila do Conde Inner Anchorage, Brazil;Bergen Arrow;6;Bahamas;31;Anchored;0;2;1;2
4974;16;10;2010;20:05;3;Actual;Boarded;-0,0200;117,6043;Indonesia;Indonesia;850;1;IMB;Botand Roads, Indonesia;Ribbon;2;Italy;325;Anchored;0;2;1;2
4975;16;10;2010;3:00;4;Actual;Boarded;-6,0433;106,9017;Indonesia;Indonesia;850;1;IMB;Jakarta Anchorage, Indonesia;Livanita;2;Norway;385;Anchored;0;2;1;2
4976;18;10;2010;2:30;4;Actual;Boarded;22,2167;91,8000;Bangladesh;Bangladesh;771;2;IMB;Silo Jetty, Chittagong Port, Bangladesh;Santa Suria II;6;Malaysia;820;Berthed;1;3;1;2
4977;19;10;2010;18:30;3;Attempted;Fired Upon;2,0333;50,2283;Somalia;Somalia;520;1;IMB;Around 290 NM East of Mogadishu, Somalia;Dafne;8;Sierra Leone;451;Steaming;1;1;0;3
4978;20;10;2010;21:00;3;Actual;Boarded;14,5367;120,9150;Philippines;Philippines;840;1;IMB;Manila South Anchorage, Philippines;Wadi Alrayan;4;Egypt;651;Anchored;1;2;1;2
4981;20;10;2010;0:01;4;Actual;Boarded;6,1250;3,4450;Nigeria;Nigeria;475;1;IMB;15nm S of Tin Can Island, Fairway Buoy, Lagos, Nigeria;Marianne Schulte;4;Hong Kong;710;Steaming;1;1;1;2
4980;20;10;2010;1:00;4;Actual;Boarded;1,6855;101,4547;Indonesia;Indonesia;850;2;IMB;Indopalm Berth No. 1, Dumai Port, Indonesia (Located Dumai Port and provided coordinates.);Alpine Maya;8;Hong Kong;710;Berthed;1;3;1;2
4979;20;10;2010;3:00-4:00;4;Actual;Boarded;1,4000;104,5667;Indonesia;Indonesia;850;1;IMB;Eastern OPL, Indonesia;Atlantic Innovator;8;Panama;95;Anchored;0;2;1;2
4982;21;10;2010;8:25;1;Attempted;Fired Upon;-9,7500;39,9333;Tanzania;Tanzania;510;1;IMB;(Off Tanzania), Off Somalia;Safmarine Zambezi;4;Liberia;450;Steaming;1;1;0;3
4983;21;10;2010;16:00;2;Attempted;Fired Upon;-4,3400;40,4167;Kenya;Kenya;501;1;IMB;(Around 43 NM East of Mombasa, Kenya), Off Somalia;Endeavor I;8;Panama;95;Steaming;1;1;0;3
4984;22;10;2010;23:00;3;Attempted;Fired Upon;13,1333;48,7333;Yemen;Yemen;679;1;IMB;Gulf of Aden;MSC Sudan;4;Liberia;450;Steaming;1;1;0;3
4986;23;10;2010;2:52;4;Attempted;Fired Upon;13,1517;49,2100;Yemen;Yemen;679;1;IMB;Gulf of Aden;Merlin Arrow;6;Bahamas;31;Steaming;1;1;0;3
4985;23;10;2010;12:35;2;Actual;Hijacked;-4,2333;41,3167;Kenya;Kenya;501;1;IMB;Approximately 98nm E of Mombasa, Kenya, off Somalia;York;7;Singapore;830;Steaming;1;1;1;1
4987;24;10;2010;5:42;4;Actual;Boarded;3,4833;59,5833;Internationa Waters (Indian Ocean);Seychelles;591;1;IMB;Indian Ocean, off Somalia;Beluga Fortune;6;Antigua & Barbuda;58;Steaming;1;1;1;2
4988;24;10;2010;16:20;2;Actual;Boarded;-1,0133;104,4800;Indonesia;Indonesia;850;1;IMB;1nm of Tanjung Jabung, Selat Berhala, Indonesia;Surya Putra 5;1;Singapore;830;Steaming;1;1;1;2
4989;25;10;2010;8:56;1;Attempted;Fired Upon;5,8133;4,3850;Nigeria;Nigeria;475;1;IMB;North of ABO Field, Off shore Onne, Nigeria;Maersk Beater;1;Isle of Man;200;Stationary;1;4;0;3
4991;26;10;2010;18:05;3;Actual;Boarded;-8,3367;40,7067;Tanzania;Tanzania;510;1;IMB;62nm from Jibondo Island, off Tanzania, off Somalia;Maldo;7;France;220;Steaming;1;1;1;2
4990;26;10;2010;Unknown;-99;Actual;Hijacked;-7,2127;41,1634;Tanzania;Tanzania;510;4;IMB;Off Tanzania Coast, off Somalia;Choizil;9;South Africa;560;Steaming;1;1;1;1
4992;27;10;2010;13:00;2;Attempted;Fired Upon;10,8500;63,4667;Internationa Waters (Arabian Sea);India;750;1;IMB;Around 710 NM East of Raas Xaafuun, Somalia;Maersk Karachi;4;Hong Kong;710;Steaming;1;1;0;3
4993;27;10;2010;19:30;3;Attempted;;13,3000;68,9333;Internationa Waters (Arabian Sea);India;750;1;IMB;(Around 345 NM West of New Mangalore, India), Off Somalia;Starlight Venture;8;Hong Kong;710;Steaming;1;1;0;-99
4995;28;10;2010;5:39;4;Attempted;Fired Upon;13,1333;49,2333;Yemen;Yemen;679;1;IMB;Gulf of Aden;Hellespont Protector;8;Liberia;450;Steaming;1;1;0;3
4996;28;10;2010;22:01;3;Attempted;;-4,1667;39,9333;Kenya;Kenya;501;1;IMB;(12 NM Off Mombassa, Kenya), Off Somalia;MSC Ayala;4;Panama;95;Steaming;1;1;0;-99
4994;28;10;2010;11:56;1;Actual;Hijacked;12,1333;54,4167;Yemen;Yemen;679;1;IMB;Vicinity of Socotra Island, Yemen, off Somalia;Al Nasser;-99;;-99;Steaming;1;1;1;1
4998;29;10;2010;12:45;2;Attempted;Fired Upon;-4,3667;39,9667;Kenya;Kenya;501;1;IMB;(Off Kenya), Off Somalia;Moscow Sea;8;Liberia;450;Steaming;1;1;0;3
4997;29;10;2010;7:30;1;Attempted;;17,6667;83,4167;India;India;750;1;IMB;Visakhapatnam Anchorage, India;Maersk Phoenix;8;Singapore;830;Stationary;1;4;0;-99
5000;30;10;2010;1:00;4;Actual;Boarded;-1,5183;-48,7550;Brazil;Brazil;140;1;IMB;Vila do Conde Anchorage, Brazil;Kujawy;2;Bahamas;31;Anchored;1;2;1;2
